
          k = 0.5000 0.0000 0.5000 (135652 PWs)   bands (ev):

    -2.0163  -1.7397  -1.7397  -1.4624  -1.4624  -1.1994  -1.1994  -1.1994
    -1.1994  -0.9347  -0.9202  -0.9202  -0.7013  -0.7013  -0.4320  -0.4320
    -0.4320  -0.4320  -0.3736  -0.3736  -0.1492  -0.1492  -0.1492  -0.1492
    -0.0682  -0.0682   0.0825   0.0825   0.2099   0.2099   0.2099   0.2099
     0.3633   0.3633   0.4059   0.4059   0.4609   0.4609   0.4609   0.4609
     0.6427   0.6427   0.7490   0.7490   0.7490   0.7490   0.8962   1.1799
     1.1799   1.1799   1.1799   1.2028   1.2028   1.3152   1.3152   1.3152
     1.3152   1.4492   1.4492   1.4821   1.4821   1.8287   1.8287   2.0456
     2.2805   2.6653   2.6653   3.0210   3.0210   3.0356   3.0356   3.1142
     3.1142   3.1142   3.1142   3.1516   3.1516   3.1516   3.1516   3.1547
     3.1547   3.1693   3.1693   3.2348   3.2348   3.5219   3.6350   3.6350
     3.6378   3.6378   3.6378   3.6378   3.7209   3.7209   3.7209   3.7209
     3.7587   3.7587   3.7587   3.7587   4.1669   4.1669   4.5085   4.5085
     4.7361   4.7361   4.7361   4.7361   4.8150   4.8150   4.8528   4.8528
     4.8528   4.8528   5.3420   5.3420   5.9231   5.9704   6.0863   6.0863
     6.1157   6.1157   6.1392   6.1392   6.1392   6.1392   6.1460   6.1460
     6.2767   6.2767   6.2767   6.2767   6.3825   6.3825   6.4494   6.4494
     6.4494   6.4494   6.5429   6.5429   6.5429   6.5429   6.5801   6.5801
     6.5801   6.5801   6.6479   6.6479   6.7610   6.9660   6.9660   7.0937
     7.0937   7.1612   7.1612   7.2257   7.2257   7.2561   7.2561   7.2925
     7.2925   7.3817   7.3817   7.3817   7.3817   7.3838   7.3838   7.4639
     7.4639   7.4866   7.4866   7.4866   7.4866   7.5629   7.5684   7.5774
     7.5774   7.5774   7.5774   7.5995   7.5995   7.5995   7.5995   7.7777
     7.7777   7.7840   7.7840   7.7840   7.7840   7.8286   7.8286   7.9145
     7.9145   8.0095   8.0095   8.0095   8.0095   8.0879   8.0879   8.2241
     8.2241   8.2744   8.2744   8.2744   8.2744   8.3686   8.3686   8.3956
     8.3956   8.4357   8.5797   8.5797   8.5843   8.5843   8.5843   8.5843
     8.6058   8.6058   8.6058   8.6058   8.6180   8.6180   8.6374   8.6374
     8.6374   8.6374   8.7627   8.7627   8.8625   8.8625   8.9400   8.9400
     8.9564   8.9564   9.0768   9.0768   9.1782   9.1782   9.1782   9.1782
     9.3551   9.3551   9.3597   9.5331   9.5331   9.6167   9.6167   9.6167
     9.6167   9.6707   9.6707   9.7030   9.9081   9.9081   9.9404  10.3945
    11.5420  11.6810  11.6810  11.8143  11.8143  11.9928  11.9928  12.0806
    12.0806  12.1340  12.1340  12.1340  12.1340  12.5791  12.5891  12.5891
    12.6163  12.6549  12.6549  12.6549  12.6549  12.7496  12.7496  12.7496
    12.7496  12.7593  12.7593  12.8693  12.8693  12.8880  12.8880  12.9559
    12.9559  13.0974  13.0974  13.1313  13.1313  13.1713  13.1713  13.2369
    13.2369  13.2369  13.2369  13.2861  13.2861  13.3529  13.3529  13.3529
    13.3529  13.4388  13.4388  13.4388  13.4388  13.5026  13.5026  13.5623
    13.5623  13.5623  13.5623  13.8895  13.8895  13.8895  13.8895  13.9189
    13.9189  13.9189  13.9189  13.9680  13.9988  13.9988  14.0377  14.0654
    14.1138  14.1534  14.1534  14.2179  14.2179  14.3013  14.3013  14.3302
    14.3302  14.3559  14.3559  14.3806  14.3806  14.3875  14.3875  14.3875
    14.3875  14.4798  14.4798  14.5281  14.5281  14.5570  14.5570  14.5570
    14.5570  14.6150  14.6150  14.6150  14.6150  14.6742  14.6742  14.6742
    14.6742  14.6831  14.6831  14.7691  14.7691  14.8028  14.8028  14.8594
    14.8594  15.0394  15.0394  15.0732  15.1029  15.1029  15.1052  15.1052
    15.1083  15.1083  15.1083  15.1083  15.1389  15.1389  15.1478  15.1478
    15.1478  15.1478  15.2847  15.3600  15.3600  15.4212  15.4212  15.4701
    15.5036  15.5036  15.5036  15.5036  15.6884  15.6884  15.9063  15.9063
    15.9063  15.9063  15.9596  15.9596  16.0405  16.0405  16.0405  16.0405
    16.0701  16.0701  16.1159  16.1159  16.1159  16.1159  16.1283  16.1283
    16.1283  16.1283  16.1339  16.1339  16.1339  16.1339  16.2590  16.2590
    16.3128  16.3128  16.3128  16.3128  16.4476  16.4476  16.4606  16.4606
    16.6875  16.6875  16.6875  16.6875  16.7108  16.7108  16.8139  16.8663
    16.8663  16.8868  16.9806  16.9806  16.9806  16.9806  16.9994  17.0402
    17.0402  17.0402  17.0402  17.4386  17.4386  17.4386  17.4386  17.5185
    17.5185  17.5946  17.5946  17.5983  17.5983  17.5983  17.5983  17.6192
    17.6192  17.6959  17.6959  17.6959  17.6959  17.6970  17.6970  17.7206
    17.7206  17.7629  17.8501  18.1273  18.1788  18.1788  18.2458  18.2458
    18.2458  18.2458  18.2878  18.2878  18.2995  18.2995  18.2995  18.2995
    18.3108  18.3710  18.3710  18.4602  18.4602  18.5700  18.5700  18.5848
    18.5848  18.5848  18.5848  18.7328  18.7328  18.7459  18.7459  18.7492
    18.7492  18.7492  18.7492  18.7705  18.8089  18.8158  18.8159  18.8208
