
          k = 0.0000 0.0000 0.0000 (135515 PWs)   bands (ev):

    -1.9635  -1.9635  -1.9635  -1.9635  -1.9635  -1.9635  -1.9635  -1.9635
    -1.9635  -1.3803  -1.3803  -1.3803  -1.3803  -1.3803  -1.3803  -1.3803
    -1.3803  -1.3803  -1.3803  -1.3803  -1.3803  -1.2527  -1.2527  -1.2527
    -1.2527  -1.2527  -1.2527  -1.2527  -1.2527  -0.7746  -0.7746  -0.7746
    -0.7746  -0.7746  -0.7746  -0.7746  -0.7746  -0.7746  -0.7746  -0.7746
    -0.7746  -0.7746  -0.7746  -0.7746  -0.7746  -0.0000  -0.0000   0.0000
     0.9487   0.9487   0.9487   0.9487   0.9487   0.9487   1.4981   1.4981
     1.4981   1.4981   1.4981   1.4981   1.8404   1.8404   1.8404   1.8404
     1.8404   1.8404   1.8404   1.8404   1.8404   1.8404   1.8404   1.8404
     1.8404   1.8404   1.8404   1.8404   1.8404   1.8404   1.8404   1.8404
     1.8404   1.8404   1.8404   1.8404   1.8760   1.8760   1.8760   1.8760
     2.4636   2.4636   2.4636   2.4636   2.4636   2.4636   2.4636   2.4636
     2.9107   2.9107   2.9107   2.9107   2.9107   2.9107   2.9107   2.9107
     2.9107   2.9107   2.9107   2.9107   3.4244   3.4244   3.4244   3.4868
     3.4868   3.4868   3.4868   3.4868   3.4868   3.8894   3.9824   3.9824
     3.9824   3.9824   3.9824   3.9824   3.9824   3.9824   4.3507   4.3507
     4.3507   4.3507   4.3507   4.3507   4.3507   4.3507   4.3507   4.3507
     4.3507   4.3507   4.3507   4.3507   4.3507   4.3507   4.6620   4.6620
     4.6620   4.6620   4.6620   4.6620   4.6620   4.6620   4.6620   4.6620
     4.6620   4.6620   4.8971   4.8971   4.8971   4.8971   4.8971   4.8971
     4.8971   4.8971   4.8971   4.8971   4.8971   4.8971   4.8971   4.8971
     4.8971   4.8971   4.8971   4.8971   4.8971   4.8971   4.8971   4.8971
     4.8971   4.8971   5.6251   5.6251   5.6251   5.6251   5.6251   5.6251
     5.6251   5.6251   5.6251   5.6251   5.6251   5.6251   5.8427   5.8427
     5.8427   5.8427   5.8427   5.8427   5.8427   5.8427   5.8427   5.8427
     5.8427   5.8427   5.9147   5.9147   5.9147   5.9147   5.9147   5.9147
     5.9147   5.9147   5.9147   5.9147   5.9147   5.9147   6.7448   6.7448
     6.7448   6.7448   6.7448   6.7448   6.7448   6.7448   6.7448   6.7448
     6.7448   6.7448   6.7448   6.7448   6.7448   6.7448   6.7448   6.7448
     6.7448   6.7448   6.7448   6.7448   6.7448   6.7448   6.7449   6.7449
     6.7449   6.7449   6.7449   6.7449   6.7449   6.7449   6.7449   6.7449
     6.7449   6.7449   6.8315   6.8315   6.8315   6.8315   6.8315   6.8315
     6.8315   6.8315   6.8315   6.8315   6.8315   6.8315   6.8315   6.8315
     6.8315   6.8315   6.8315   6.8315   6.8315   6.8315   6.8315   6.8315
     6.8315   6.8315   7.0315   7.0315   7.0315   7.0315   7.0315   7.0315
     7.0315   7.0315   7.0315   7.0315   7.0315   7.0315   7.0996   7.0996
     7.0996   7.0996   7.0996   7.0996   7.0996   7.0996   7.0996   7.0996
     7.0996   7.0996   7.5461   7.6428   7.6428   7.6428   7.6428   7.6428
