
          k = 0.0000 0.0000 0.0000 (135515 PWs)   bands (ev):

   -12.6131 -11.7945 -11.7945 -11.7945 -11.7945 -11.7945 -11.7945 -11.7945
   -11.7945 -11.5037 -11.5037 -11.5037 -11.5037 -11.5037 -11.5037 -10.5183
   -10.5183 -10.5183 -10.5183 -10.5183 -10.5183 -10.5183 -10.5183 -10.5183
   -10.5183 -10.5183 -10.5183 -10.2354 -10.2354 -10.2354 -10.2354  -9.8247
    -9.8247  -9.8247  -9.8247  -9.8247  -9.8247  -9.8247  -9.8247  -9.8247
    -9.8247  -9.8247  -9.8247  -9.8247  -9.8247  -9.8247  -9.8247  -9.8247
    -9.8247  -9.8247  -9.8247  -9.8247  -9.8247  -9.8247  -9.8247  -8.3325
    -8.3325  -8.3325  -8.3325  -8.3325  -8.3325  -8.1735  -8.1735  -8.1735
    -8.1735  -8.1735  -8.1735  -8.1735  -8.1735  -8.1735  -8.1735  -8.1735
    -8.1735  -7.3658  -7.3658  -7.3658  -7.3658  -6.8047  -6.8047  -6.8047
    -6.8047  -6.8047  -6.8047  -6.8047  -6.8047  -6.8047  -6.8047  -6.8047
    -6.8047  -6.8047  -6.8047  -6.8047  -6.8047  -6.8047  -6.8047  -6.8047
    -6.8047  -6.8047  -6.8047  -6.8047  -6.8047  -5.8569  -5.8569  -5.8569
    -5.8569  -5.8569  -5.8569  -5.8569  -5.8569  -5.8569  -5.8569  -5.8569
    -5.8569  -4.1662  -4.1662  -4.1662  -4.1662  -4.1662  -4.1662  -4.1662
    -4.1662  -4.0223  -4.0223  -4.0223  -4.0223  -4.0223  -4.0223  -4.0223
    -4.0223  -4.0223  -4.0223  -4.0223  -4.0223  -3.9172  -3.9172  -3.9172
    -3.9172  -3.9172  -3.9172  -3.9172  -3.9172  -3.9172  -3.9172  -3.9172
    -3.9172  -3.7776  -3.7776  -3.7776  -3.7776  -3.7776  -3.7776  -3.7002
    -3.7002  -3.7002  -3.7002  -3.7002  -3.7002  -3.7002  -3.7002  -3.7002
    -3.7002  -3.7002  -3.7002  -3.7002  -3.7002  -3.7002  -3.7002  -3.7002
    -3.7002  -3.7002  -3.7002  -3.7002  -3.7002  -3.7002  -3.7002  -3.0055
    -3.0055  -3.0055  -3.0055  -3.0055  -3.0055  -2.3121  -2.3121  -2.3121
    -2.3121  -2.3121  -2.3121  -2.3121  -2.3121  -2.3121  -2.3121  -2.3121
    -2.3121  -2.3121  -2.3121  -2.3121  -2.3121  -2.3121  -2.3121  -2.3121
    -2.3121  -2.3121  -2.3121  -2.3121  -2.3121  -1.9635  -1.9635  -1.9635
