
          k = 0.2500 0.2500 0.5000 (135792 PWs)   bands (ev):

    -2.0511  -1.7747  -1.5011  -1.5011  -1.4958  -1.2346  -1.2330  -1.2229
    -1.2229  -0.9763  -0.9763  -0.7354  -0.7097  -0.7097  -0.6790  -0.6790
    -0.4675  -0.4032  -0.2023  -0.2023  -0.1795  -0.1033   0.0103   0.0103
     0.0258   0.0258   0.0956   0.0956   0.1775   0.2086   0.2086   0.2651
     0.2651   0.2958   0.2958   0.3281   0.4246   0.4490   0.4490   0.4909
     0.4909   0.6651   0.6651   0.8571   0.8571   0.8821   0.8821   0.9986
     0.9986   1.0419   1.0419   1.1450   1.1825   1.2893   1.3180   1.3180
     1.5390   1.5390   1.6592   1.6592   1.6673   1.6673   1.8192   1.8192
     2.6531   2.6531   2.6895   2.6895   2.8494   2.8494   2.9787   2.9787
     3.0858   3.0858   3.1205   3.1401   3.1608   3.1736   3.2407   3.2407
     3.2713   3.2713   3.2840   3.2840   3.3562   3.3562   3.4420   3.4420
     3.6066   3.6066   3.6196   3.7000   3.7000   3.7094   3.7301   3.7301
     3.7653   4.1425   4.1425   4.1781   4.1781   4.2298   4.2298   4.2576
     4.2576   4.5270   4.5270   4.7475   4.7709   4.7709   4.8028   4.8578
     5.4051   5.4730   5.4730   5.5325   5.5325   5.8219   5.8219   6.0913
     6.0913   6.1288   6.1368   6.1368   6.1875   6.1875   6.1972   6.1972
     6.2835   6.2863   6.2958   6.2958   6.3788   6.3788   6.4328   6.4696
     6.4696   6.5059   6.5059   6.5269   6.5269   6.5762   6.7811   6.7811
     6.8401   6.8401   6.9235   6.9235   6.9303   6.9303   6.9383   6.9383
     6.9732   6.9732   6.9903   6.9903   7.0387   7.0387   7.0514   7.0514
     7.0796   7.0796   7.1455   7.1455   7.2407   7.2407   7.3089   7.4005
     7.4005   7.4192   7.4192   7.4266   7.4266   7.4768   7.4768   7.4893
     7.5476   7.5487   7.6038   7.6038   7.6254   7.7305   7.7305   7.7705
     7.7705   7.7752   7.7873   7.8098   7.8098   7.9100   7.9352   8.0011
     8.0011   8.0090   8.0090   8.0487   8.0487   8.0720   8.2066   8.2247
     8.2247   8.2694   8.3459   8.3459   8.3555   8.3555   8.4082   8.4285
     8.4285   8.4946   8.4946   8.5442   8.5442   8.5694   8.5694   8.5741
     8.5741   8.6029   8.6029   8.6217   8.6514   8.7363   8.7363   8.7839
     8.8102   8.8102   8.8895   8.8895   8.9498   8.9498   9.0222   9.0379
     9.0379   9.0575   9.0867   9.0991   9.1702   9.2204   9.2204   9.2835
     9.2903   9.3055   9.3943   9.4121   9.4920   9.4920   9.5440   9.6263
     9.6263   9.7504   9.7504   9.7848   9.8749  10.1224  10.1963  10.3184
    11.4317  11.5813  11.5813  11.7709  11.7971  11.8840  11.8840  11.9541
    12.1840  12.1840  12.1860  12.1860  12.2131  12.2131  12.3221  12.3683
    12.3683  12.4523  12.5033  12.6719  12.6719  12.6772  12.6772  12.6783
    12.6992  12.7194  12.7194  12.8719  12.8719  12.9133  12.9133  12.9277
    12.9571  12.9571  12.9743  12.9797  12.9797  13.0106  13.0106  13.0227
    13.0277  13.0277  13.1571  13.2906  13.2906  13.2975  13.2975  13.3191
    13.4106  13.4106  13.4342  13.4680  13.4680  13.5672  13.5672  13.5938
    13.6581  13.7135  13.7135  13.7557  13.8091  13.8091  13.8139  13.8139
    13.8422  13.8422  13.8580  13.8715  13.8715  13.9621  13.9621  14.0418
    14.2518  14.2518  14.2608  14.2608  14.2651  14.2878  14.2878  14.3185
    14.3559  14.3559  14.4367  14.4565  14.4565  14.5104  14.5340  14.5723
    14.5877  14.5877  14.5893  14.5893  14.5911  14.6407  14.6510  14.6510
    14.6550  14.6550  14.6705  14.7671  14.7672  14.7672  14.8208  14.8208
    14.8441  14.8516  14.8516  14.8551  14.8551  14.8555  14.9049  14.9223
    14.9223  14.9612  14.9612  15.0164  15.0196  15.0272  15.0272  15.0680
    15.0877  15.0877  15.1037  15.1037  15.1511  15.1511  15.1802  15.1901
    15.1901  15.3251  15.3251  15.3326  15.5719  15.5719  15.5758  15.5758
    15.5788  15.7571  15.7571  15.8029  15.8668  15.8668  15.8861  15.8947
    15.8947  15.9170  15.9539  15.9539  15.9608  15.9608  15.9834  15.9834
    16.0253  16.0253  16.0621  16.0621  16.1563  16.2512  16.2669  16.2884
    16.2884  16.3261  16.3446  16.3446  16.4058  16.4058  16.4441  16.4441
    16.4728  16.4728  16.4900  16.4900  16.5102  16.5102  16.5896  16.5896
    16.5955  16.5955  16.6851  16.7075  16.8204  16.8204  16.8787  16.8787
    16.9045  16.9045  17.0068  17.0068  17.1151  17.1151  17.1290  17.1304
    17.1304  17.1640  17.1640  17.2521  17.3037  17.3037  17.3345  17.3345
    17.3495  17.4070  17.4314  17.4314  17.4355  17.4355  17.4385  17.4385
    17.4490  17.4490  17.5349  17.6048  17.6172  17.6605  17.6605  17.7353
    17.7353  17.7780  17.7780  17.8862  17.8862  17.8872  17.9016  17.9233
    17.9233  17.9606  17.9714  17.9714  17.9751  17.9751  18.1071  18.1071
    18.1155  18.1488  18.1488  18.1995  18.1995  18.2291  18.2628  18.2628
    18.3399  18.3687  18.4286  18.4286  18.4936  18.5339  18.5670  18.5799
    18.5799  18.6217  18.6538  18.6998  18.6998  18.8481  18.8483  18.8538
